"2026-06-18 00:07:00,554 ERROR [http-nio-8081-exec-2] com.tpe.cinetime.security.JwtUtils:Access token is expired: JWT expired at 2026-06-17T20:46:07Z. Current time: 2026-06-17T21:07:00Z, a difference of 1253552 milliseconds.  Allowed clock skew: 0 milliseconds.
""2026-06-29 11:09:32,309 ERROR [http-nio-8081-exec-7] org.hibernate.engine.jdbc.spi.SqlExceptionHelper:ERROR: operator does not exist: integer = character varying
  İpucu: No operator matches the given name and argument types. You might need to add explicit type casts.
  Position: 463
""2026-06-29 11:12:05,294 INFO  [http-nio-8081-exec-3] com.tpe.cinetime.service.authentication.AuthService:Inside login method
""2026-06-29 11:12:05,399 INFO  [http-nio-8081-exec-3] com.tpe.cinetime.security.JwtUtils:Refresh token generated and saved in Redis. Key: refreshToken:user:10
""2026-06-29 11:19:34,081 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 11:19:34,191 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-29 11:19:34,192 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2026-06-29 12:00:43,453 INFO  [main] com.tpe.cinetime.CinetimeApplication:Starting CinetimeApplication using Java 17.0.18 on MacBurak-Mac-mini.local with PID 6875 (/Users/burak/Desktop/developer/cinetime/target/classes started by burak in /Users/burak/Desktop/developer/cinetime)
""2026-06-29 12:00:43,454 INFO  [main] com.tpe.cinetime.CinetimeApplication:The following 1 profile is active: "dev"
""2026-06-29 12:00:43,762 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:00:43,762 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2026-06-29 12:00:43,820 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 55 ms. Found 11 JPA repository interfaces.
""2026-06-29 12:00:43,826 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:00:43,827 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data Redis repositories in DEFAULT mode.
""2026-06-29 12:00:43,834 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.MovieRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,834 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,835 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingSeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,835 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,835 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.TicketRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,835 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.CinemaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,836 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.HallRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,836 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.SeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,836 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.showtime.ShowtimeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,836 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,836 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:00:43,837 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 6 ms. Found 0 Redis repository interfaces.
""2026-06-29 12:00:44,024 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2026-06-29 12:00:44,028 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2026-06-29 12:00:44,028 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.78]
""2026-06-29 12:00:44,057 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2026-06-29 12:00:44,058 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 586 ms
""2026-06-29 12:00:44,228 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2026-06-29 12:00:44,246 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
""2026-06-29 12:00:44,288 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2026-06-29 12:00:44,316 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2026-06-29 12:00:44,399 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2026-06-29 12:00:44,405 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2026-06-29 12:00:44,780 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2026-06-29 12:00:44,785 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:00:44,902 WARN  [main] org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext:Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'adminInitializer' defined in file [/Users/burak/Desktop/developer/cinetime/target/classes/com/tpe/cinetime/config/AdminInitializer.class]: Unsatisfied dependency expressed through constructor parameter 2; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'org.springframework.security.crypto.password.PasswordEncoder' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {}
""2026-06-29 12:00:44,902 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:00:44,908 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-29 12:00:44,909 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2026-06-29 12:00:44,909 INFO  [main] org.apache.catalina.core.StandardService:Stopping service [Tomcat]
""2026-06-29 12:00:44,916 INFO  [main] org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener:

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
""2026-06-29 12:00:44,922 ERROR [main] org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter:

***************************
APPLICATION FAILED TO START
***************************

Description:

Parameter 2 of constructor in com.tpe.cinetime.config.AdminInitializer required a bean of type 'org.springframework.security.crypto.password.PasswordEncoder' that could not be found.


Action:

Consider defining a bean of type 'org.springframework.security.crypto.password.PasswordEncoder' in your configuration.

""2026-06-29 12:26:01,837 INFO  [main] com.tpe.cinetime.CinetimeApplication:Starting CinetimeApplication using Java 17.0.18 on MacBurak-Mac-mini.local with PID 7198 (/Users/burak/Desktop/developer/cinetime/target/classes started by burak in /Users/burak/Desktop/developer/cinetime)
""2026-06-29 12:26:01,838 INFO  [main] com.tpe.cinetime.CinetimeApplication:The following 1 profile is active: "dev"
""2026-06-29 12:26:02,217 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:26:02,217 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2026-06-29 12:26:02,274 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 54 ms. Found 11 JPA repository interfaces.
""2026-06-29 12:26:02,281 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:26:02,281 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data Redis repositories in DEFAULT mode.
""2026-06-29 12:26:02,287 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.MovieRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,287 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,287 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingSeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,288 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,288 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.TicketRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,288 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.CinemaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,288 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.HallRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,288 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.SeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,289 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.showtime.ShowtimeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,289 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,289 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:26:02,289 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 5 ms. Found 0 Redis repository interfaces.
""2026-06-29 12:26:02,495 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2026-06-29 12:26:02,499 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2026-06-29 12:26:02,499 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.78]
""2026-06-29 12:26:02,538 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2026-06-29 12:26:02,538 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 681 ms
""2026-06-29 12:26:02,712 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2026-06-29 12:26:02,733 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
""2026-06-29 12:26:02,782 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2026-06-29 12:26:02,810 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2026-06-29 12:26:02,862 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2026-06-29 12:26:02,868 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2026-06-29 12:26:03,230 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2026-06-29 12:26:03,234 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:26:03,344 WARN  [main] org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext:Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'adminInitializer' defined in file [/Users/burak/Desktop/developer/cinetime/target/classes/com/tpe/cinetime/config/AdminInitializer.class]: Unsatisfied dependency expressed through constructor parameter 2; nested exception is org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type 'org.springframework.security.crypto.password.PasswordEncoder' available: expected at least 1 bean which qualifies as autowire candidate. Dependency annotations: {}
""2026-06-29 12:26:03,345 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:26:03,349 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
""2026-06-29 12:26:03,351 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
""2026-06-29 12:26:03,351 INFO  [main] org.apache.catalina.core.StandardService:Stopping service [Tomcat]
""2026-06-29 12:26:03,357 INFO  [main] org.springframework.boot.autoconfigure.logging.ConditionEvaluationReportLoggingListener:

Error starting ApplicationContext. To display the conditions report re-run your application with 'debug' enabled.
""2026-06-29 12:26:03,362 ERROR [main] org.springframework.boot.diagnostics.LoggingFailureAnalysisReporter:

***************************
APPLICATION FAILED TO START
***************************

Description:

Parameter 2 of constructor in com.tpe.cinetime.config.AdminInitializer required a bean of type 'org.springframework.security.crypto.password.PasswordEncoder' that could not be found.


Action:

Consider defining a bean of type 'org.springframework.security.crypto.password.PasswordEncoder' in your configuration.

""2026-06-29 12:29:31,038 INFO  [main] com.tpe.cinetime.CinetimeApplication:Starting CinetimeApplication using Java 17.0.18 on MacBurak-Mac-mini.local with PID 7269 (/Users/burak/Desktop/developer/cinetime/target/classes started by burak in /Users/burak/Desktop/developer/cinetime)
""2026-06-29 12:29:31,039 INFO  [main] com.tpe.cinetime.CinetimeApplication:The following 1 profile is active: "dev"
""2026-06-29 12:29:31,404 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:29:31,404 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
""2026-06-29 12:29:31,460 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 53 ms. Found 11 JPA repository interfaces.
""2026-06-29 12:29:31,466 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Multiple Spring Data modules found, entering strict repository configuration mode
""2026-06-29 12:29:31,466 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data Redis repositories in DEFAULT mode.
""2026-06-29 12:29:31,472 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.MovieRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,472 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,472 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.BookingSeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.PaymentRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.booking.TicketRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.CinemaRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.HallRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.cinema.SeatRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,473 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.showtime.ShowtimeRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,474 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.RoleRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,474 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationExtensionSupport:Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.tpe.cinetime.repository.user.UserRepository; If you want this repository to be a Redis repository, consider annotating your entities with one of these annotations: org.springframework.data.redis.core.RedisHash (preferred), or consider extending one of the following types with your repository: org.springframework.data.keyvalue.repository.KeyValueRepository
""2026-06-29 12:29:31,474 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 4 ms. Found 0 Redis repository interfaces.
""2026-06-29 12:29:31,683 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8081 (http)
""2026-06-29 12:29:31,688 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
""2026-06-29 12:29:31,688 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.78]
""2026-06-29 12:29:31,724 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
""2026-06-29 12:29:31,724 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 669 ms
""2026-06-29 12:29:31,915 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
""2026-06-29 12:29:31,935 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.15.Final
""2026-06-29 12:29:31,978 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
""2026-06-29 12:29:32,005 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
""2026-06-29 12:29:32,057 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
""2026-06-29 12:29:32,065 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
""2026-06-29 12:29:32,428 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
""2026-06-29 12:29:32,435 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
""2026-06-29 12:29:32,817 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
